"claim_id","exact_claim","page_url","locale","claim_type","evidence_type","source_url","source_title","publisher_or_owner","published_date","accessed_date","method_or_sample","geographic_scope","limitations","reuse_permission","reviewer","review_due","status","source_location"
"claim-b92040fde6","Does the partner understand the business workflow, not only the requested software?","https://hivevaultarc.com/insights/perspectives/consulting-engineering-one-loop","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:212"
"claim-081b27c214","Transformation does not fail only because of weak ideas or weak code. It fails when context breaks between teams. The work is strongest when diagnosis, architecture, delivery, and operations stay connected until the system is actually working in production.","https://hivevaultarc.com/insights/perspectives/consulting-engineering-one-loop","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:237"
"claim-e04161d02f","How does ARC reduce execution drift?","https://hivevaultarc.com/insights/perspectives/consulting-engineering-one-loop","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:253"
"claim-3fc10239d6","AI creates value only when the workflow, data, ownership, and escalation path are clear. Otherwise, automation turns operational confusion into faster confusion.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:270"
"claim-4268b10afc","No. A business should not add AI before it understands the workflow it wants to improve. AI works best when the process, data, decision rights, escalation rules, and success metrics are clear. If those are missing, AI does not solve the problem; it reproduces confusion at higher speed. The better path is to assess the workflow first, redesign the weak points, then add AI where it can remove friction or increase capacity. This is the practical position of Hive Vault Arc: AI implementation starts with operational clarity, not tool selection.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:315"
"claim-2b6a46d02d","Workflow: what happens from first contact to final outcome?","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:354"
"claim-7fbfed42e2","Once the workflow is clear, AI can create real value. The use case should be described as an operating outcome, not as a generic technology label. Not ""use AI for sales"", but ""reduce lead response time and route qualified leads into the CRM."" Not ""use AI for support"", but ""answer common questions, detect risk, and escalate edge cases to the right person.""","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:374"
"claim-ac990ea085","First response: acknowledge inbound requests quickly and consistently across business hours and after hours.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:380"
"claim-f6a6324ae5","FAQ handling: resolve repetitive questions without pulling staff away from higher-value work.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:381"
"claim-127fdc024a","The pattern is simple: define the operating friction, redesign the handoff, then add AI where it increases capacity or consistency. AI should improve the system, not hide the absence of one.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:392"
"claim-23c20e0e9a","Map the current workflow, data sources, risks, bottlenecks, owners, and measurable goal. The first deliverable is clarity: what is broken, what should change, and what must not be automated without human judgment.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:410"
"claim-25ee7afc19","Redesign the workflow and build only the AI, software, integration, or cloud layer that improves the operating model. In a Moroccan SME, that might mean WhatsApp-native intake connected to CRM fields, calendar routing, and clear human escalation rules.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:419"
"claim-ce0c27219c","The source of truth is known and trusted enough for the first pilot.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:439"
"claim-277826b04a","The first use case is narrow enough for a 30 to 90 day pilot.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","numerical or quantified","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:442"
"claim-3d080b144d","This is especially important for AI automation for SMEs. Smaller teams often feel the pain of fragmented tools more sharply because the owner, manager, or best salesperson becomes the hidden operating system. AI can help, but only after that hidden process is made visible.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:448"
"claim-cf1f940df6","That is why the first step in an AI workflow automation strategy is not a model, a prompt, or a vendor. It is operational clarity.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:462"
"claim-459cb3c616","No. A business should understand and redesign the workflow first. AI performs best when the process, data, ownership, escalation rules, and success metrics are already clear.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:470"
"claim-df9723deff","What is the safest first AI use case for an SME?","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:478"
"claim-2b382bed72","The safest first use case is narrow, repetitive, measurable, and easy to escalate. Examples include first response, lead qualification, appointment routing, CRM updates, or FAQ handling.","https://hivevaultarc.com/insights/perspectives/fix-the-workflow-before-ai","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/perspectives.ts:480"
"claim-56c4708dd2","Hive Vault Arc is a technology transformation partner. We advise, build, and operate — combining strategy and business consulting, technology consulting, AI engineering, custom software development, cloud infrastructure, and managed operations in one firm. From the first whiteboard to production systems running in the market, we own the full delivery arc.","route_mapping_required","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/positioning.ts:38"
"claim-fb20900f57","pure consulting only","route_mapping_required","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/positioning.ts:216"
"claim-ff3045e3a0","Lower response latency","route_mapping_required","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:26"
"claim-64f664e789","Higher qualified meeting quality","route_mapping_required","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:27"
"claim-a258c4105b","Audit and compliance logs","route_mapping_required","en","security privacy or compliance","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:38"
"claim-ed55873d27","Reduced manual processing","route_mapping_required","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:43"
"claim-4cc9c06b4f","Lower deployment risk","route_mapping_required","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:59"
"claim-3f456831e4","Improved uptime posture","route_mapping_required","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/product-systems.ts:59"
"claim-f3054c168e","Sustained throughput improvement within the first 90 days.","https://hivevaultarc.com/case-studies/top-tier-crm-transformation-program-real-estate-operations","en","numerical or quantified","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/proof.ts:301"
"claim-4287b86873","Lead response time improved after centralizing intake and follow-up workflows.","https://hivevaultarc.com/case-studies/top-tier-crm-transformation-program-real-estate-operations","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/proof.ts:328"
"claim-0a3b61b867","Conversion improved after standardizing the pipeline and follow-up process.","https://hivevaultarc.com/case-studies/top-tier-crm-transformation-program-real-estate-operations","en","material factual claim","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/proof.ts:337"
"claim-d354823849","Concept demonstration using synthetic data. Administrative workflow only.","https://hivevaultarc.com/case-studies/healthcare-ai-receptionist-crm","en","comparative or superlative","unsupported — remove or rewrite unless exact evidence is approved","","","","","2026-09-13","","","Automated candidate; wording population geography date and source support require human verification.","unknown","Editorial and subject-matter reviewer","2026-09-20","pending_exact_source_review","src/lib/proof.ts:399"
